name,city,address,latitude,longitude,google_rating,google_review_count,place_id,category
Meadowside,London,"Oakway, London",51.3985801,-0.2278236,,,ChIJ_ycLWvsIdkgR5QlPBvi-ATs,hotels
Roomhub,London,"12a Deer Park Road, London",51.408604,-0.188471,,,ChIJxX2SFfcJdkgR2O5CzedzrEY,hotels
LAURENTA PROPERTIES,London,"Office 9, Dalton House, 60 Windsor Avenue, London",51.4113723,-0.1867094,,,ChIJVVWV3B8GdkgRhNok-BzlmQo,hotels
Simila Cyprus Holiday Rentals,London,"60 Windsor Avenue, London",51.4113723,-0.1867094,5.0,9.0,ChIJK-HdOyYHdkgRIi9IHEvZRvY,hotels
Luxury Lifestyle Experts,London,"Zeal House, 8 Deer Park Road, London",51.4090762,-0.1879731,,,ChIJG2RvU6ccdkgRWATnVpFT4Rg,hotels
Thirsk Tooting Concept Studios by Allô Housing,London,"40 Thirsk Road, London",51.417434,-0.1578468,2.7,13.0,ChIJAQB7gW4GdkgRSh9r1I_Jbt8,hotels
The Long Room Bar & Hotel,London,"130 Mitcham Road, London",51.424667,-0.1639303,4.0,427.0,ChIJeQu_THMGdkgRzITPMWBbfrA,hotels
Flexistay Aparthotel Tooting,London,"268 Franciscan Road, London",51.4264294,-0.163707,3.6,120.0,ChIJORJSsnQGdkgRKzT69_sY82U,hotels
914 Rooms,London,"66 Valnay Street, London",51.4270513,-0.1631643,1.6,43.0,ChIJ1x_Kx3QGdkgR9SqLCfaqeiY,hotels
SW17 Rooms,London,"914 Garratt Lane, London",51.4292364,-0.1718199,2.2,42.0,ChIJjYVIlAkGdkgRdykPW_rNSts,hotels
Hotel Bell Tent,London,"Unit 10, College Field Business, Prince Georges Road, London",51.41307479999999,-0.1745899,4.4,37.0,ChIJheB72xkGdkgRiHtHLRbssQw,hotels
Falcon and Sachz ltd,London,"Suite 13, 95 Miles Road, London",51.4049998,-0.1722871,,,ChIJR58N46QIdkgRW-XqGhUujEc,hotels
Horton Halls St George's University of London,London,"1 Saint George's Grove, London",51.4361419,-0.1774671,4.1,109.0,ChIJxyeenvwFdkgR5iNr_MY1QJI,hotels
HolidayWeb,London,"Some Building, 60 Some Street, London",51.41082169999999,-0.1854889,,,ChIJVVVVkR8GdkgRXY7adIgUKio,hotels
Place,London,"East Road Trading Estate, 68 East Road, London",51.4187854,-0.181923,,,ChIJh9iDBAAHdkgRCnUsAkJhhJE,hotels
Berendsen Uk Ltd,London,"9 Deer Park Road, London",51.409144,-0.1865642,1.0,3.0,ChIJc-N1CCAGdkgRKe_808lUSKY,hotels
Furzedown Brasserie,London,"118 Mitcham Lane, London",51.424392,-0.1418815,3.8,375.0,ChIJJVbfjU8HdkgRKAU73qbMzx0,hotels
Parklands B&B,London,"10 Parklands Road, London",51.4271196,-0.1477787,4.8,42.0,ChIJs3_PPXkGdkgRtcbMzAHyI9o,hotels
Western Lodge,London,"85 Trinity Road, London",51.4376036,-0.1623454,5.0,4.0,ChIJlVZhl90FdkgRtsF8EUzzAtY,hotels
Brookview Guest House,London,"24 Brookview Road, London",51.4269668,-0.1453497,4.9,33.0,ChIJTWpNx34GdkgRlIl-wFQEgjM,hotels
Homebells Guest House,London,"28 Fowler Road, Mitcham",51.4093877,-0.1548675,3.3,3.0,ChIJL7_0fkIGdkgReLcfMGAyuy4,hotels
Casuarina Tree,London,"407 London Road, Mitcham",51.3980008,-0.1722594,4.4,667.0,ChIJZwJaizAGdkgRTlD_WcWff_U,hotels
Lovely Liberty Double Rooms,London,"3 Liberty Avenue, London",51.4126752,-0.1788509,,,ChIJAQBsARkGdkgRnIRVKQLROHs,hotels
md stays,London,"31 Silbury Avenue, London",51.41193819999999,-0.1734257,,,ChIJDYZ9pRcGdkgRsXzyzBQZEUw,hotels
JB Stays Serviced Accommodation & Apartments London,London,"10 Farewell Place, Mitcham",51.4108362,-0.1753647,5.0,5.0,ChIJUw7IcIMHdkgR8yNHt7dy93o,hotels
Jaydens Hotel Suppliers Ltd,London,"214 Tooting High Street, London",51.423388,-0.1731834,,,ChIJ53luBA8GdkgRETM9jkGSugg,hotels
London London Stansted Apt United Kingdom,London,"203 Blackshaw Road, London",51.4259492,-0.1783351,5.0,1.0,ChIJsZ1aMSYHdkgRnsVbfoLDcH8,hotels
JODELIE BUILDING,London,"196 Lowry Crescent, Mitcham",51.4087065,-0.1734145,,,ChIJs_SADl4HdkgRSerK8IE8lxE,hotels
Tooting Stays,London,"27 Kiln Mews, London",51.4272007,-0.1778941,,,ChIJI7XeJwEHdkgRPcZ6BZG41DU,hotels
Tooting Grove,London,London,51.42609479999999,-0.1725049,,,ChIJsXdfxHsHdkgRuzAtjrsNkJU,hotels
Faancy Stayz,London,"175 Longley Road, London",51.4205145,-0.1637604,,,ChIJueKgDrsHdkgR4Gd1X-Jlg6I,hotels
ZAFATSTIC.com,London,"Longley Road, London",51.4205497,-0.1637713,,,ChIJ__U0rg8HdkgR2pkB0IX3cdE,hotels
NKY Apartment,London,"1 Greyhound Lane, London",51.4189048,-0.1344195,,,ChIJlbZUNI8GdkgRbbI4z3E7wHA,hotels
Balham Lodge,London,"204 Bedford Hill, London",51.43633519999999,-0.1452059,4.3,176.0,ChIJ-d2rqCsEdkgRcKNv6E5u6Nk,hotels
Travelodge London Balham,London,"177 Balham High Road, London",51.4428366,-0.1528673,3.8,611.0,ChIJ5b0YMcUFdkgRhZzaYWGbTfs,hotels
Marble Apartments Ltd,London,"1 Empire Mews, London",51.4269238,-0.1304087,2.5,8.0,ChIJiaq6aoMGdkgRpE4B9ymy3BA,hotels
The Coach House,London,"2 Tunley Road, London",51.4404484,-0.1576115,4.8,8.0,ChIJ8cMZQ9sFdkgRfFcWAuQ2_SM,hotels
Southside Self Catering Apartments,London,"A23, London",51.420713,-0.1249,,,ChIJoQvLv5oGdkgR3lUJpr0TwiQ,hotels
Pinfold House,London,"4 Pinfold Road, London",51.4315575,-0.1285687,5.0,1.0,ChIJjYRD8icEdkgR5JYm9INDDRA,hotels
Conquest Hotel,London,"30 Conyers Road, London",51.42476360000001,-0.1378425,2.9,19.0,ChIJd4tPJ4cGdkgRMnXWZHNZqhI,hotels
Tooting Place Apartments,London,"34 Park Avenue, Mitcham",51.4162851,-0.1501863,3.7,7.0,ChIJiYWjOy0HdkgRR0Dkh87SQyk,hotels
Ekaya Housing Association Ltd,London,"40-42 Ansell Road, London",51.43337289999999,-0.1652502,4.0,2.0,ChIJCQfgZeAFdkgR7H6d0dVla94,hotels
Mitcham Lane Ltd,London,"229 Mitcham Lane, London",51.4201154,-0.1459931,,,ChIJ4wHHVmMGdkgRQVJz6LX4ONU,hotels
DLG,London,"Arnold Road, London",51.41871620000001,-0.1626389,4.7,3.0,ChIJF0IoPG0GdkgRnI6Z6ccvoGw,hotels
Metropolitan Retreat,London,"22a Renmuir Street, London",51.4209567,-0.1624207,5.0,1.0,ChIJzzMGnA0GdkgRRXLpVuQ6gWU,hotels
Masum hotel,London,"Laings Corner, Mitcham",51.4105693,-0.1613452,,,ChIJzbddz3cHdkgRQTceaCGrCrM,hotels
Pathway Lodge,London,Mitcham,51.41034089999999,-0.1616335,5.0,2.0,ChIJbyMtm2oGdkgRLERPR4UgBVc,hotels
Wandsworth Suites London,London,"219A Streatham Road, Mitcham",51.4171431,-0.1513829,1.0,2.0,ChIJa527mmUGdkgR9QlKeB3KIgg,hotels
Jubilee Guest House,London,"219A Streatham Road, Mitcham",51.4171431,-0.1513829,4.0,7.0,ChIJEY82hWUGdkgRzePaJ4nNcY4,hotels
294 Franciscan Road Rooms&Studios by EveryWhere to Sleep London,London,"294 Franciscan Road, London",51.4260957,-0.1646087,3.5,8.0,ChIJ0S2HttAHdkgRWIWOjhAzwD4,hotels
Wimbledon South Rooms by The Perfect Host,London,"272 Franciscan Road, London",51.4263531,-0.1638654,3.2,61.0,ChIJq6rusnQGdkgRfYEYxGFGgmU,hotels
OYO Home Wandsworth Studios,London,"62 Mitcham Road, Greater, London",51.4264828,-0.1663208,3.3,3.0,ChIJVSX9hDUHdkgRQo3ojb2O3xg,hotels
Elm Lodge,London,"Elm Lodge, 7 Grove Road, Mitcham",51.4093137,-0.1526439,5.0,3.0,ChIJ1ds_rkIGdkgRHUwRLyVbYhw,hotels
Marble Apartments Tooting Broadway,London,"19 Coverton Road, London",51.4271002,-0.1704603,3.2,11.0,ChIJdR0RZwkGdkgRWz7ePhXEavk,hotels
Hotel,London,"132 Pendle Road, London",51.4223617,-0.1483343,,,ChIJd04gdAAHdkgRu0CulNZfwKY,hotels
Jared’s house,London,"44 Coverton Road, London",51.4276198,-0.1711357,,,ChIJOYyXTU4HdkgRRBVAUaNT4cY,hotels
WelcomeStay Tooting Accommodation,London,"30B Tooting High Street, London",51.4287656,-0.1675187,,,ChIJReYJxmsHdkgR9O8O-9JLqe8,hotels
Hybrid Resi - Mitcham,London,"Love Lane, Mitcham",51.40560350000001,-0.1668262,,,ChIJO2OEp6sHdkgRDU2r4I8wk6I,hotels
Leigham Court Hotel,London,"18 Leigham Court Road, London",51.43528659999999,-0.1244256,4.2,443.0,ChIJnRGsoiYEdkgR06KHxDaDgFU,hotels
Flexistay Norbury Apart Hotel,London,"49 Norbury Crescent, London",51.4098745,-0.1197547,3.7,111.0,ChIJm5FLDewGdkgR5HMfwIZiVbM,hotels
The Bedford,London,"77 Bedford Hill, London",51.4427487,-0.1494094,4.2,1657.0,ChIJwYT1Mc4FdkgRzo7RtzDjKg0,hotels
SW16 Rooms,London,"29 Norbury Crescent, London",51.4103577,-0.1207242,2.2,65.0,ChIJd2_WzZQGdkgRhwxhtugYLkE,hotels
The Garden Bed & Breakfast,London,"Killieser Avenue, London",51.44018199999999,-0.1281613,4.2,6.0,ChIJqyuJTiUEdkgRa3o9pHDTTPg,hotels
Stanthorpe Hotel,London,"26 Stanthorpe Road, London",51.4277023,-0.1286811,2.9,26.0,ChIJmQ9Z0pwGdkgRNUQDuYyV4us,hotels
Windsor House,London,"Windsor House, 1270 London Road, London",51.40725739999999,-0.1206545,4.0,32.0,ChIJl3OLmOsGdkgRCmUJRx4aEL0,hotels
Chez Aliz International Uk Ltd,London,"11 Garrad's Road, London",51.4324094,-0.1354493,3.0,1.0,ChIJu0pkPioEdkgRiVvYWnHAMNg,hotels
Gleneagle Guest House,London,"11 Gleneagle Road, London",51.42630759999999,-0.1326963,3.7,3.0,ChIJry3oBoQGdkgRbBLMBPwmfAU,hotels
Streatham Common B&B,London,"12-14 Donnybrook Road, London",51.4178056,-0.1377866,4.9,53.0,ChIJnY_CQ0IHdkgR1iQzuy_IQ5Q,hotels
Schlid,London,"Neptune Court, 1 Meopham Road, London, Mitcham",51.4108264,-0.1435958,4.5,2.0,ChIJpUmHJTwHdkgRJ9OCTo0eFkY,hotels
MK Guest House,London,"Stockport Road, London",51.41326180000001,-0.1364595,5.0,1.0,ChIJ_fPRvmAHdkgRRHvVo3ushy4,hotels
Hollzys yard,London,"14b Greyhound Lane, London",51.4186012,-0.1342971,,,ChIJfQ57E1sHdkgRz0Qw0ZXeLzo,hotels
Bibiana,London,"1 Tankerville Road, London",51.4186328,-0.133311,,,ChIJI1fw_IkHdkgRTI0thxcnoVg,hotels
Malikstays Serviced Accomodations,London,"3 Longthornton Road, London",51.4092312,-0.1418188,,,ChIJg1PeBxsHdkgRT-wq_jHbMjg,hotels
Amplify Growth Solutions,London,"24 Brookview Road, London",51.4269905,-0.1453657,,,ChIJPUw0yLwHdkgR3Zjc-ivNbMM,hotels
Fargo's flats hote,London,"28 Lewin Road, London",51.4226519,-0.1327599,5.0,1.0,ChIJEXkuRAAHdkgReBTN1QQekaA,hotels
covent gardens,London,"Rowan Road, London",51.407104,-0.1409089,,,ChIJpV2AxzYHdkgRUqYE3uWEnbY,hotels
Charles Richardson Short Lets,London,"Flat 3, 70 Riggindale Road, London",51.4275348,-0.1378461,,,ChIJ6888POIHdkgRWOkJNm0gcpc,hotels
Bedford-Park-Hotel,London,"219 Streatham High Road, London",51.42690959999999,-0.1310142,,,ChIJdaKlcoMGdkgR5leIKNeaqsM,hotels
Luxury Chichester Caravan Seaside Retreat,London,"Nab 25, London",51.414941,-0.123752,,,ChIJNVUF45MGdkgR50rDNbuPtd8,hotels
Coral House,London,"6 Beckway Road, London",51.4052385,-0.1344257,5.0,1.0,ChIJt6Ew__MGdkgRSAXBFJ5ZQ_A,hotels
Guest House London - Norbury,London,"1530 London Road, London",51.4130783,-0.1240162,3.8,38.0,ChIJn_GNmZMGdkgRGdx5CleToWU,hotels
Crystal Lodge Hotel,London,"49 Brigstock Road, Thornton Heath",51.39742889999999,-0.1032916,2.9,194.0,ChIJw99LW9AGdkgRYushAX8Yqgo,hotels
Care Management Group,London,"95 Parchmore Road, Thornton Heath",51.40250719999999,-0.1006594,,,ChIJnQai0M4GdkgRQAgBsW579nE,hotels
Care Management Group Ltd,London,"55A Beulah Road, Thornton Heath",51.40304150000001,-0.1011816,,,ChIJ86Z47M4GdkgR94LH9ceQHNo,hotels
Clock House Hotel,London,"47 Brigstock Road, Thornton Heath",51.3974355,-0.1031602,2.7,127.0,ChIJcQIurzAHdkgR8FIbOAPf6Ic,hotels
Hostel29,London,"Norbury Crescent, London",51.410345,-0.1207329,1.0,1.0,ChIJZ5hUzpQGdkgRQxETWt9z3Wo,hotels
KHarlowcrm,London,"Saint Helen's Road, London",51.4095914,-0.1210719,,,ChIJWWVjZGEHdkgRm7ePqnZpmM4,hotels
Norbury Guest Apartment,London,"16 Saint Helen's Road, Norbury, London",51.4094506,-0.1197005,5.0,1.0,ChIJadbab4YHdkgRbaw3k3gPejU,hotels
Supranational Hotels,London,"Suite 1 Grasmere, London",51.42715270000001,-0.1231578,,,ChIJg2EOIZwGdkgRp0VsJmkPcyI,hotels
Streatham Comfort Stay,London,"69 Stanthorpe Road, London",51.42803920000001,-0.1264889,,,ChIJc7_A_JwGdkgRAhz1XkgudME,hotels
Ezy Property Solution Short Lets & Serviced Accommodation Norbury,London,"236 Northborough Road, Norbury, London",51.40566800000001,-0.1291477,5.0,9.0,ChIJNcPQqJ8HdkgRKZ1pr0efy4Y,hotels
Dayrooms,London,"flat 1, 165 Norbury Crescent, London",51.4076298,-0.1141475,5.0,1.0,ChIJAzPRf1AHdkgRl_VHXCzDRjU,hotels
Hotel IK London B&B,London,"66 Becmead Avenue, London",51.4314944,-0.1345195,1.5,4.0,ChIJs7mM9ykEdkgRtrrSwGgH5fA,hotels
Meu lugar,London,"16 Somerset Gardens, London",51.4032128,-0.1199851,,,ChIJY4GZLQAHdkgRW7OWIsjkGqY,hotels
Gast gezin,London,"47 Glamorgan Close, Mitcham",51.4011793,-0.1295443,5.0,2.0,ChIJjVe5rRoHdkgRexmXFCwMG8s,hotels
RUSCOE HOUSE,London,"Sardeson House, Knights Hill, London",51.4229867,-0.10319,5.0,1.0,ChIJwy6__yQHdkgRqvPHJUZSqM4,hotels
Max and Rachel's,London,"31 Leigham Vale, London",51.43474479999999,-0.1172325,,,ChIJu_T_mPAFdkgR2U0X4DtHPSg,hotels
Deluxe Swifthouse Apartments,London,"78-88 Bensham Grove, Thornton Heath",51.407163,-0.1020023,,,ChIJm9athe4HdkgR4WpRIMAWbLA,hotels
Kevin’s,London,"15-17 Streatham High Road, London",51.43647960000001,-0.1274625,,,ChIJmfbnEfcFdkgRz6V6rPY1VcQ,hotels
Best Western London Queens Hotel Crystal Palace,London,"122 Church Road, London",51.41521030000001,-0.08324089999999999,3.2,2115.0,ChIJDxLE0VoBdkgRATfI_eKdg1s,hotels
Westow House Pub & Hotel,London,"79 Westow Hill, London",51.420039,-0.07883129999999999,4.2,1791.0,ChIJb6pZ1kQBdkgRkRczytD7bvc,hotels
Fitze Millenium Foyer,London,"6 Sylvan Hill, London",51.4126887,-0.0831558,4.7,6.0,ChIJhySX80gBdkgRWkljhNSTcwA,hotels
The Lilac Door,London,"140 Rosendale Road, London",51.43866930000001,-0.09493660000000001,4.8,47.0,ChIJ6yAbdQcEdkgR5JeKkhqroe0,hotels
Revenue by Design Ltd,London,"Great Brownings, London",51.42942739999999,-0.0765372,,,ChIJF4GAuFgBdkgR0TBYr7b24a4,hotels
Church Road Hostel,London,"201 Church Road, London",51.4145058,-0.082954,2.8,6.0,ChIJKxatsUgBdkgRM2fM8kzyNaQ,hotels
Gilroy Court,London,"593 London Road, Thornton Heath",51.39045890000001,-0.1127074,2.7,39.0,ChIJbyzFFN8GdkgRRBW7M_cdHoQ,hotels
Oasis Community Housing Foyer Croydon,London,"162 Gillett Road, Thornton Heath",51.3982861,-0.09604520000000001,4.1,7.0,ChIJyYKaWtIGdkgRYNdp8Ef0ZXQ,hotels
Stonebridge Lodge,London,"290 Brigstock Road, Thornton Heath",51.3954464,-0.109566,3.3,31.0,ChIJMUTtwNsGdkgROFqy5bW2UT8,hotels
Heaven Aspasia,London,"192 Northwood Road, Thornton Heath",51.4091746,-0.0965611,,,ChIJNUlk6h4HdkgRMXgUsK1tIWM,hotels
Karounwitemi,London,"7 Rosebery Avenue, Thornton Heath",51.4069396,-0.0972623,,,ChIJabOHNFUHdkgRrMBCsb4olyE,hotels
Girls Domain,London,"London, Thornton Heath",51.4053153,-0.1015843,3.0,2.0,ChIJa_O-hUYHdkgRProyMtNkPZ0,hotels
N T Nails,London,"33 Knights Hill, London",51.430756,-0.1042354,3.9,31.0,ChIJ1aSaoAIEdkgRJ803Ydz5KQk,hotels
gare de pancras,London,"56A Knights Hill, Norwood, London",51.43138889999999,-0.1043611,1.0,1.0,ChIJyW3SagAFdkgR_EeelhtNRb0,hotels
Gatestone Court,London,"15 Gatestone Road, London",51.418667,-0.08486999999999999,4.0,2.0,ChIJP0DStCABdkgRntI_Jq0eOi4,hotels
Choice Care Domitillary Agency,London,"140 Melfort Road, Thornton Heath",51.4016348,-0.105569,,,ChIJB2kNfMUGdkgRjttuEcnjb50,hotels
London Holiday Stop Over,London,"102 Richmond Road, Thornton Heath",51.40052000000001,-0.1081977,5.0,1.0,ChIJnThjsBkHdkgR4fWUK1PeyCE,hotels
Hotel Residencia Santa Clara,London,"25-27 Westow Street, London",51.4186947,-0.0823313,5.0,2.0,ChIJm1EoymQBdkgRqQUFpev8bKw,hotels
Woodland Yard,London,"1A Woodland Road, London",51.41995,-0.08070050000000001,4.0,1.0,ChIJN8q3DNABdkgR7hAwGK_5IPE,hotels
Cosy House - Thornton Heath,London,"945 London Road, Thornton Heath",51.39858779999999,-0.1170666,3.0,6.0,ChIJqzAa90QHdkgRb7G6AYXAMAY,hotels
Boracay Apartment,London,"278 Norwood Road, London",51.43660980000001,-0.1051918,,,ChIJr1a1rQQEdkgRLF9zW0GwRjw,hotels
Travelodge London Crystal Palace,London,"Yeoman House, 61 - 63 Croydon Road, London",51.41099869999999,-0.05495779999999999,3.6,686.0,ChIJNQZCJHMBdkgR0hvie1lq5lg,hotels
South London Scout Centre,London,"Grange Lane, London",51.43667659999999,-0.07392499999999998,4.3,163.0,ChIJiWjT6-YDdkgRNRRIIFkSeb0,hotels
Crystal Palace B&B,London,"1 Patterson Road, London",51.41886429999999,-0.07810299999999998,4.8,12.0,ChIJNyR55kQBdkgR2oORH2Vy17k,hotels
Spectacular London Stays,London,"39 Sylvan Road, London",51.4107668,-0.0763782,,,ChIJacVMORYBdkgRuvrWg7i1wVo,hotels
White Location,London,"53 Ross Road, London",51.4035361,-0.0863869,,,ChIJq78LTSUBdkgRMQXCBULkfKw,hotels
lyall,London,"12 Lyall Avenue, London",51.4300942,-0.07975259999999999,,,ChIJU0t5b1gBdkgRs9AgCBC7tRg,hotels
"Chartte,Airb&b",London,"15, Julian House, 21 Lyall Avenue, London",51.43115509999999,-0.0820485,,,ChIJA2cQTgADdkgRVnnG6r8r9bg,hotels
Dartford Young Living,London,"2b Anerley Station Road, London",51.41165199999999,-0.0658622,,,ChIJKwpBE2sBdkgRsrdOIrvHybw,hotels
Watson's residents,London,"10 Dunkeld Road, London",51.3991194,-0.09228920000000002,5.0,1.0,ChIJwUf2qFMBdkgRAX0E_fvz1AQ,hotels
Gilpin House,London,"Grange Road, Thornton Heath",51.398551,-0.0932567,4.8,4.0,ChIJE2qQNEoBdkgRqNgiQgftrxk,hotels
Soft & Bright - Thornton Heath,London,"423B Whitehorse Road, Thornton Heath",51.3974993,-0.0931854,,,ChIJpyMDMi0BdkgRJiwcLg4-D94,hotels
Cute & Cosy Holiday Flat - Thornton Heath,London,"421B Whitehorse Road, Thornton Heath",51.39747250000001,-0.09311050000000001,,,ChIJm0ziMS0BdkgRiNqERp3wuiI,hotels
Itchenore,London,"36 Gibson's Hill, London",51.4375434,-0.10021,,,ChIJ34mTSwAFdkgRW-XxBAS4wHY,hotels
Almuslim,London,"Times Travel, Thornton Heath",51.3979445,-0.0758579,,,ChIJ1T2Dom8BdkgRfBwIq36V89M,hotels
Hush Haven Homes| Luxury Short - Stay and Serviced Accommodation,London,"101 Maple Road, London",51.4127701,-0.0575706,5.0,2.0,ChIJYdbflxkBdkgRkvHr202GCkk,hotels
N3wspot Shared Homes,London,"22 Harpenden Road, London",51.43732559999999,-0.1071076,,,ChIJpbPOS1IFdkgR5l6KYdJBRDE,hotels
Bletchingley Close Residences,London,"Bletchingley Close, London, Thornton Heath",51.39633079999999,-0.1085011,5.0,1.0,ChIJhTVUSVsHdkgRRF_TwHc_eG4,hotels
Centre Point,London,"152 Kirkdale, London",51.43119089999999,-0.0600878,4.0,3.0,ChIJYSdFdNgDdkgROeqIeYe0egM,hotels
City Access,London,"19 Sandringham Road, Thornton Heath",51.39339109999999,-0.0969637,4.0,2.0,ChIJq6r7ZNQGdkgRhwF_IOFZ8ec,hotels
Melrose House Bed & Breakfast,London,"89 Lennard Road, London",51.41776120000001,-0.0463595,4.5,146.0,ChIJr7NT03cBdkgRNp--3mQeYg8,hotels
Crony Chauffeur Services,London,"218 Portland Road, London",51.3919275,-0.06645229999999999,4.8,12.0,ChIJ5fVt5B4BdkgRaXi-39XLN9A,hotels
Heathrow Gatwick Cars,London,"218 Portland Road, London",51.3919277,-0.06645179999999999,4.7,88.0,ChIJzUzI8B4BdkgRx0CouP5agTk,hotels
All Inn One Pub,London,"53 Perry Vale, London",51.4384779,-0.05264659999999999,4.4,246.0,ChIJmYDU1dMDdkgRP1-kuwZ4jhs,hotels
Re.Studios Sydenham Limited,London,"2 Sydenham Road, London",51.4264651,-0.0545617,,,ChIJDXoUZI4BdkgR_9Jt9thPIBY,hotels
Elm View Court,London,"146 Elmers End Road, Beckenham",51.4043673,-0.0559571,3.0,2.0,ChIJn8nHew4BdkgRN1K_QCa_qt8,hotels
Birkbeck Beckenham,London,"4 Birkbeck Road, Beckenham",51.4099333,-0.0467747,,,ChIJhcMSETEBdkgRfMktGnSz8u8,hotels
Miriam Lodge Hotel,London,"Miriam Lodge, 185 Dartmouth Road, London",51.43297959999999,-0.05780089999999998,3.5,48.0,ChIJd80XhdcDdkgRWUHhnHXGyas,hotels
Forest Lodge,London,"Forest Lodge, Dartmouth Road, London",51.4352621,-0.05597049999999999,5.0,1.0,ChIJcb4_JNcDdkgRvOmGPGDfVOM,hotels
London Bridge Stay,London,"106 Portland Road, London",51.3963293,-0.0696166,4.0,1.0,ChIJk76B9poBdkgRJQ7vbfpc5L0,hotels
Merrydown,London,"29 Dacres Road, London",51.4349151,-0.0517385,4.4,5.0,ChIJVxxE5A4DdkgR0NMw9_UdMTU,hotels
伦敦民宿,London,"Standlake Point, London",51.43449689999999,-0.0488407,,,ChIJHSV-HgADdkgRaqZhffInrcA,hotels
Oceans Apart,London,"152 Portland Road, London",51.39421590000001,-0.0673911,,,ChIJhZwq1RgBdkgROLTc5MoEAew,hotels
Madam Elizabeth Motel & Resort,London,"51A Beckenham Road, Beckenham",51.4084829,-0.03883440000000001,,,ChIJk-_hQqIBdkgREs7SDB5xXC0,hotels
Probation Hostel,London,"4 Beckenham Road, Beckenham",51.4078796,-0.0335733,3.5,2.0,ChIJa7GELr0BdkgRx0BrPr3gd4g,hotels
TOWER SUITES,London,United Kingdom,51.4412619,-0.0653651,,,ChIJ9eums9wDdkgRtZ7ilsfIZMk,hotels
Casa de ale y kevin,London,"2-4, London Road, London",51.4392157,-0.0540342,4.0,1.0,ChIJ3568Q8QDdkgR5VJBO1aKoLs,hotels
Spacious rooms in Foresthill,London,"38 Perry Vale, London",51.438863,-0.052716,,,ChIJ0f8PgNEDdkgRGnStAaYDuKY,hotels
Birchanger Apartment,London,"Flat 2, 97 Birchanger Road, London",51.3917051,-0.07164350000000001,4.0,1.0,ChIJ_SRwtSEBdkgRdsKGIz1s42g,hotels
Woodside Lodge,London,"122 Birchanger Road, London",51.39135479999999,-0.07185559999999999,3.7,3.0,ChIJlUYATSABdkgRZQZ8NBdgVy4,hotels
Care Elite Ltd,London,"Flat 1, 113 Birchanger Road, London",51.39126009999999,-0.07142849999999999,,,ChIJgYP-SSABdkgRpzl-m3uf9M4,hotels
Joseph samuels apartments,London,"160 Croydon Road, Beckenham",51.39918580000001,-0.0425324,4.3,7.0,ChIJGZfW-KUBdkgRjkJtvGJyQyM,hotels
TLK Apartments & Hotel - Beckenham,London,"80 High Street, Beckenham",51.4083079,-0.0253494,2.9,204.0,ChIJLeD0ub8BdkgRVayJQgzeH4g,hotels
80 High Street,London,"80 High Street, Beckenham",51.4083301,-0.0254835,2.3,9.0,ChIJLeD0ub8BdkgRLWcxLaw9tnI,hotels
Ghana Holiday Villas,London,"62 Winsford Road, London",51.43373820000001,-0.0322806,,,ChIJkwqwSiYCdkgRJWu2BBWaXI8,hotels
Cedars Road Student House,London,"3A Cedars Road, Beckenham",51.4054219,-0.03430610000000001,,,ChIJn4zlrokBdkgRIN-18Z75AgU,hotels
Beckenham Park Hotel,London,"10 Copers Cope Road, Beckenham",51.4124048,-0.0271865,4.3,71.0,ChIJWX0U_YQBdkgRa36zg6ZeGPM,hotels
TLK Apartments & Hotel - Beckenham Junction,London,"30 High Street, Beckenham",51.4098054,-0.0253471,3.3,4.0,ChIJHbcpSAABdkgRWBOANOVJaGw,hotels
Travelodge London Beckenham,London,"Kelsey House, 75 High Street, Beckenham",51.40757199999999,-0.026022,1.5,10.0,ChIJ77SNcysBdkgR8FzQPnOrJ0s,hotels
BB Beckenham Hotel Apartments,London,"High Street, Beckenham",51.4082927,-0.0254006,,,ChIJj0Qsur8BdkgR1aqya392ZPI,hotels
Bed and breakfast,London,"12 Clowders Road, London",51.43425629999999,-0.03413769999999999,,,ChIJcd4hSwADdkgROY2q-OZDSKM,hotels
Casa de Alberto,London,"8 Levendale Road, London",51.43704580000001,-0.03785650000000001,2.3,9.0,ChIJFUF9WCEDdkgR5Q3PWfJaa5Y,hotels
Prayas residential hostel,London,"CG, Prayas Residential Hostel, Imlipara Kanker",51.4404478,-0.049125,,,ChIJ_4M1Y-8DdkgRul_cwPMZ4S4,hotels
Biltfaden Twenewaa Ltd,London,"Unit 1, Heron Court, London",51.4425101,-0.0482544,,,ChIJgUshKaADdkgRMkBALioxLUo,hotels
Hotel,London,"9 Westgate Road, Beckenham",51.407501,-0.0175271,,,ChIJdXyYWgABdkgR8KQkzm0MQGY,hotels
Shirley-Oaks,London,"7 Ambleside Avenue, Beckenham",51.3921618,-0.04207909999999999,2.0,1.0,ChIJT9i_masBdkgR7w58Hgd1hKg,hotels
Dez - Rez Hotel,London,"131 Catford Hill, London",51.43939899999999,-0.0319264,4.5,2.0,ChIJ_3Td_CQCdkgRdryw42IwRMc,hotels
The Bromley Court Hotel,London,"Bromley Hill, Bromley",51.41661430000001,0.0019708,4.3,1956.0,ChIJOZxkcgmq2EcRicqVKgARezE,hotels
Park Langley,London,"3 Whitecroft Way, Beckenham",51.3986363,-0.008496299999999998,5.0,4.0,ChIJY_A2Y9ABdkgRE1OkuCG8VeQ,hotels
